,url,headline,details,date
3,https://www.reuters.com//article/uk-fact-check-alleged-whitmer-kidnapping/fact-check-the-ideologies-of-the-individuals-behind-the-alleged-michigan-kidnapping-plot-idUSKBN27B23K,Fact check: The ideologies of the individuals behind the alleged Michigan kidnapping plot,"Posts shared thousands of times on Facebook say defendants in the alleged plot to kidnap Michigan Governor Gretchen Whitmer were part of Antifa and the Black Lives Matter movement. Evidence points to this being false. Overall, those facing either federal of state charges for conspiring to kidnap Whitmer subscribe to a version of the militant anti-government ideology known as the boogaloo movement. Reuters was able to confirm the individuals facing state charges were not part of Antifa or Black L",26-10-2020
4,https://www.reuters.com//article/uk-factcheck-biden-not-muslim-ad/fact-check-voa-video-is-not-a-biden-ad-to-address-the-muslim-community-idUSKBN27B22U,Fact check: VOA video is not a Biden ad to address the Muslim community,Users on social media are sharing a video with Urdu subtitles showing democratic presidential candidate Joe Biden. Some posts refer to the clip as “Biden’s Muslim Commercial” claiming it was produced by the Biden campaign and that it is “being promoted in areas of heavy Muslim populations.” This is inaccurate: the video was not produced by the Biden campaign but was posted by Voice of America (VOA) and was deleted from its website and social media after raising concerns it was explicitly promoti,26-10-2020
5,https://www.reuters.com//article/uk-factcheck-obama-national-anthem/fact-checkimage-showsobamaafterholding-his-hand-over-his-heartduring-the-nationalanthem-idUSKBN27B1TL,Fact check: Image shows Obama after holding his hand over his heart during the national anthem,"Posts shared on Facebook show images of former U.S. president Barack Obama standing with his hands clasped in front of him while those around him are either holding their right hands over their hearts or up in a salute. Implying that Obama chose not to make these gestures, this claim is partly false. Though the former president did not have his hand over his heart during the U.S. national anthem in one image, the other image shows him standing during “Hail to the Chief” after having held his han",26-10-2020
6,https://www.reuters.com//article/uk-factcheck-hillary-clinton-biden-super/fact-checkhillary-clinton-not-joe-biden-used-thetermsuperpredatorin1990s-idUSKBN27B1PQ,"Fact check: Hillary Clinton, not Joe Biden, used the term  super predator in 1990s","Social media users have been sharing content online following the Oct. 23 debate echoing the president’s claim that Democratic presidential nominee Joe Biden used the word super predators when talking about African Americans. Some posts online include videos of two 1990s video clips where Biden is speaking as a Delaware Senator. While he does say the word predator, he does not say super predator. ",26-10-2020
7,https://www.reuters.com//article/uk-factcheck-benefits/fact-check-comparison-of-pensioner-and-refugee-benefits-based-on-inaccurate-figures-idUSKBN2782OO,Fact check: Comparison of pensioner and refugee benefits based on inaccurate figures,"Posts shared more than 26,000 times on Facebook have made inaccurate claims about the benefits illegal immigrants, refugees and pensioners are entitled to in the UK.",23-10-2020
8,https://www.reuters.com//article/uk-factcheck-killer/fact-check-evidence-does-show-that-covid-19-is-a-killer-idUSKBN2782O2,Fact check: Evidence does show that COVID-19 is a “killer”,"A video has gone viral on social media that features a woman claiming that evidence showing that the novel coronavirus causes a deadly disease “does not balance out.” This is not true, based on deaths reported globally from COVID-19.",23-10-2020
9,https://www.reuters.com//article/uk-factcheck-trump-caravan-miami/fact-check-miami-dade-police-did-not-say-55000-cars-joined-a-pro-trump-caravan-idUSKBN278242,"Fact check: Miami Dade police did not say 55,000 cars joined a pro-Trump caravan","Social media posts said 55,000 cars took part in a pro-Trump convoy in the Miami area on Oct. 18, citing figures that they said came from the Miami Dade Police Department (MDPD). The MDPD told Reuters it had made no such estimate. ",23-10-2020
0,https://www.reuters.com//article/uk-factcheck-twitter-warning-conservativ/fact-check-twitters-read-before-you-retweet-warnings-do-not-just-target-conservative-articles-idUSKBN2781UK,Fact check: Twitter’s ‘read before you retweet’ warnings do not just target conservative articles,"Some social media users have been accusing Twitter of stopping people sharing right-leaning articles about Black Lives Matter and Hunter Biden’s emails. As part of a trial, Twitter has been sending warning messages to some users when they try to retweet an article that it says they have not read themselves. Twitter says this applies to all such articles, not just ones from a particular publication or political position.",23-10-2020
1,https://www.reuters.com//article/uk-factcheck-sign-ihop-marijuana/fact-checksign-banning-customers-with-strongmarijuanaodoris-old-notihopcompanypolicy-idUSKBN2781T5,"Fact check: Sign banning customers with ‘strong marijuana odor’ is old, not IHOP company policy",Social media users have been sharing a photograph of a sign that says the U.S. pancake restaurant chain IHOP will not serve customers with a “strong marijuana odor.” That sign did briefly appear in one of the chain’s outlets more than three years ago. But the company says it was removed and never reflected its policy. ,23-10-2020
2,https://www.reuters.com//article/uk-factcheck-wales-lockdown/fact-check-the-circuit-breaker-covid-19-lockdown-wales-is-not-a-trap-idUSKBN2781LB,Fact check: The “circuit breaker” COVID-19 lockdown Wales is not a trap,A post has been shared on Facebook saying that the “circuit breaker” lockdown in Wales “is a TRAP to get YOU to close your business and voluntarily send yourself into financial ruin”. There is no evidence to support this assertion.,23-10-2020
3,https://www.reuters.com//article/uk-factcheck-baguette/fact-check-knife-concealed-in-baguette-is-from-french-novelty-shop-not-weapon-confiscated-at-paris-protests-idUSKBN2781L0,Fact check: Knife concealed in baguette is from French novelty shop not weapon confiscated at Paris protests,"Thousands of social media users are sharing pictures of a knife hidden in a baguette, claiming that it is a weapon confiscated from rioters by police in Paris. However, the photo was taken in a shop and shows a product sold by a French company specialising in novelty household items.",23-10-2020
4,https://www.reuters.com//article/uk-factcheck-kidnap/fact-check-false-kidnapping-report-designed-to-lead-users-to-phishing-website-idUSKBN2781K9,Fact check: False kidnapping report designed to lead users to phishing website,"A post that had been flagged multiple times as of Oct. 23, 2020, as part of Facebook’s efforts to curb misinformation suggests a manhunt is underway for the kidnapper of a young boy in Bournemouth, UK. This is false. Police and local media have made no such reports and the post has a link to a phishing website.",23-10-2020
5,https://www.reuters.com//article/uk-factcheck-debate-trump-good-immigrati/fact-check-trump-did-not-say-it-was-good-that-over-500-children-at-the-border-had-lost-their-parents-idUSKBN27816M,Fact check: Trump did not say it was “good” that over 500 children at the border had lost their parents,"Thousands of social media users have been sharing posts claiming that President Trump said it was “good” that over 500 migrant children had lost their parents and were at the U.S. border not knowing where to go. However, broadcasts of the debate show that Trump did not respond to Biden’s comment with the word “good”. He actually said, “go ahead” to the debate moderator, Kristen Welker, who had indicated her intent to move on to the next debate topic.",23-10-2020
6,https://www.reuters.com//article/uk-factcheck-clint-eastwood-did-not-endo/fact-check-fabricated-clint-eastwood-quote-on-endorsing-trump-for-president-idUSKBN2772FK,Fact check: Fabricated Clint Eastwood quote on endorsing Trump for president,"Update October 22, 2020: Updating article to include confirmation from Eastwood's representatives.",22-10-2020
7,https://www.reuters.com//article/uk-factcheck-airport/fact-check-boris-johnson-did-not-say-93-of-coronavirus-tests-in-the-uk-produce-false-positives-idUSKBN27730G,Fact check: Boris Johnson did not say 93% of coronavirus tests in the UK produce false positives,Social media users have shared a video of British Prime Minister Boris Johnson giving a TV interview along with a caption that reads: “Boris Johnson admits 93% of Covid-19 tests produce false positives”. This caption is false. Johnson was talking about the limitations of airport testing in the interview.,22-10-2020
